tweet,sentiment
بەپەلە بەپەلە ……. بەداخەوە ئێستا سایتەکەمان و چەند پێگەێیکی تری ئەلیکترۆنیمان هاک کرا لە لایەن وڵاتی تورکیاوە لەسەریان نووسیوە(هاک کراوە لەلایەن ./جەنگاوەران. خەونەکەی کوردستان دەبێتە گۆڕستان!,negative
تو بلێ ئامریکا لە ئێران بدات.,negative
ئەمە چ زانکۆیەکە بە قنی ڕووتی دەوامەکەن,negative
منم دیدمش ولی نمیدونستم کجا دیدە هەی منتظڵ بودم در ادامە یە جا یە چی نشون بدە ولی نە توضیح نداد,negative
ئاغای لۆمەچی دڵم لە مشتمە بۆ ئەو دو ڕۆڵەی کوردە.چەبکەین؟؟,negative
ئێوە دوژمنی یەکەمی ئێمەن و جگە لە ڕەزا پەهلەوی متمانەمان بە هیچ کەسێکی تر نییە #جاویدشاه,negative
چەند ساڵ قاسملوو و موهتەدی بە نێوی شەڕی نێو خۆیی دەیان و بگرە سەدان ڕۆڵەی ئەم خەڵکەیان بەکوشت دا ، وەکوو ئاوی خواردن چاویان لێ نووقاندوو ، داوای لێبووردنیشان لە کۆمەڵانی خەڵک و تەنانەت دایک و باوکیان نەکرد ، خێرە ئەم بەسزمانە هەڵواسن بۆ داوای لێبووردنێک .,negative
سانستۆس جزمەیە ئەترسم لەو یاریەش بیکاتە یەدەگ,negative
ئەوەیکە دووکانەکان دیاری ئەکەن بۆ ئاگر دان چۆن نەیان بەستگە فرە کارێک کەرانەس کوردستان چەنێکە بازاڕی بەسیاگە ئیتر ماف خۆیانە لە ئەم سێ ڕۆژە نەیوەسن وەختێک وا ئێمە لێمان ئەکوژیا ڕۆژ نەبوو 10 دانە شەهیدمان نەوێت کام فارس دووکانی داخست بۆمان؟ بەشکەم چکێک بێن بە خۆتانە,negative
مەبەستتان لە دوژمن کیە؟ دڵنیام ئێران و تورکیە و سوریە نیە، ئەوان ساڵانێکە خەریکن کورد دەکوژن و «امتحان کردەاند» و ئێوەش خۆ لەگەلی ڕاهاتوون و فێرن.,negative
پاقلە ڤە دزیشەوە بیخۆی هەر ناشرینە,negative
نە زۆرەش نیە کە باسی دەکەی دوای نەسڵی ئێمە کەم ڕەنگ دەبێتەوە ئەم شتانە,negative
پۆلیسی بێ ئەخلاق،دەستی لە ئەخلاقی خەڵک هەڵگرت.مەلای بێ ئەخلاق دەبێ دەست لە بەهەشتی کوردستان هەڵگرن وبڕۆنە جەهەندەمیان.,negative
یەکێک لە ناڕەحەتێکانی ژیان ئەوەیە هەندێک ڕۆژ خەبەرت دەبێتەوەو کەسێک نەماوە، تۆش فریانەکەوتویت ماڵئاوایی لێبکەیت و بیگوشیت بەخۆتەوەو پێی بڵێیت گەردنم ئازاد بکە، بۆیە هەموو بەیەک گەیشتێنێک وەک کۆتا بەیەک گەیشتن ببینە … گەردنی هەموولایەک ئازادبێت,negative
کەر بنەم لە هەرچی تارانی بێشەرەفە,negative
چۆن وانەبم باوانەکەم کە دڵنیام وەک تولە ڕێی قەدپاڵێکی گۆیژە تەنیام,negative
چەند کەرن ئەوانەی شەرە حێزبی ئەکەن. و چەند جاشن ئەوانەی بێ خەیاڵ چاوی لەسەر دادەخەن! وا مەزانن سایبری کوردمان نییە! ئێستا شەرە حێزب دوو کەس دەیکەن یا سایبری یا گەندەڵ و گەوج. #کوردستان,negative
بە ڕووخانی ج.ا بەس دەتوانین نەختێ ماندوویی دەرکەین! ڕێگای خەبات بۆ ئێمەی #کورد بۆ گەیشتن بە #ئازادی و #سەربەخۆیی #کوردستان هێشتا بەردەوامە! #ژینا_ئەمینی #مهسا_امینی,negative
کوژرانی یەکێک لە مۆرەکانی ڕێژیم لە #کرماشان سەربازێکی ڕێژیمی ئیسلامیی #ئێران کە بە مەبەستی سەرکوتی خەڵکی ڕاپەڕیوی کرماشان ڕەوانەی ئەو شارە کرابوو لەلایەن لاوانی شۆڕشگێڕی کرماشانەوە بە سزای خەیانەتەکانی گەیشت.,negative
بەخوا برا ئەمڕۆت زۆر ناخۆش بووە حەتمەن پارەی سێ چوار جار بریانی خواردنی ئێرەت پێداوە گوزەرانت تەڵخە مامە هەکاری بۆ یاری تر ئەچی یا تەواو یەیتەوە؟,negative
مێلیتاریزەکردنی شارەکانی #کوردستان لەلایەن هێزەکانی ڕێژیمەوە شاری مەهاباد و دەورووبەری بەمەبەستی کۆنترۆڵ و سەرکوتی خەڵکی ئەو شارە لەلایەن هێزە داگیرکەرەکانی ڕێژیمەوە مێلیتاریزە کراوە.,negative
کورد خەبات بو ئامانجەکانی دیارکراوی خوی دەکات نەک نەتەوەی باڵا دەست ،لە بێرمان نەچیت کە ئاڵا هەڵگەری ئەم شورشە کوردە،بەڵام بە داخەوا هوکاری ئەو کارساتەی مەهاباد و بوکان و جوانڕو …ئەوە بو کە ڕیکخستنەکان خویندەوی هەڵەیان بوو و بە قسەی حزبەکانیان نەکرد,negative
ڕەژیم ئەوەندە کۆمەڵگای ئێمەی بەرەو نامەتی و بەدبەختی بردوە ، بوونی ئەم گزووپانەی پەکەکە هەمووی پێوەندی بەو سیاسەتە قیزەونە ئێرانەوەیە هەیە ، هیوادارم چینی ئازادی خوازی کوردی ڕرێگە لە چیتر نقوم بونی کومڵگامان لەناۆی ئەم زەلکاوەی نەزانین بگرن .,negative
لە ئیستانبوول 44 سیخوڕی مۆساد کە زانیاریان لەبارەی فەلەستینیەکان کۆ دەکرد دەستگیر کران,negative
تکایە خەڵک لۆمە مەکەن بە هۆی مانگرتنەوە.,negative
نازانم یان زۆر هیلاکم یان تێناگەم :),negative
هە مووان جەستەن بەس تۆ گیانی ..!!,negative
من لە نزیکەوە بە خزمەت کاک سیامەنت نەگێشتووم بەڵام کاک خالید با، کاک خالید بۆ ڕەخە تا بڵێی دڵ ئاوەڵایە. بابەتی بەستنی کامنێت بە شتێکی زۆر ناشیرنی دەزانم هۆکارێکی هەیە کە دەزانم و جێگای سرنجە، بەڵام دیسان بەستنی کامنێت بە ناشیرن دەزانم.,negative
ئەتۆ خۆشت بکوژی جنێوت پێ نادەم کاکی شۆڕشگێڕی بە ئەخلاق. گرینگ نیە من چ خێرێکم هەێە گریگ وەیە کارێکت کرد پێت وا نەبێ دەبێ سواری سەری خەڵک بی و هەرچی جنێوە دەیزانی بیدەیە خەڵک، بەو حیسابە لە دوای شۆڕشیش بۆمە هەر دەورانی کۆماری سێدارە لەبەر ئێوەی خەبات کەر ناتوانین بێینەوە.,negative
پرسیار؟ تاوەکو ئێستا چەندین گەنجی سنوری هەڵەبجە کە چونەتە سوریا و ڕێزی داعشەوە بەناوی جیهاد کوژراون، چەندین گەنجیتریش بێ سەروشوێنن !! پرسیارم ئەوەیە لە هەڵەبجەوە بۆ ڕۆژهەڵات هەنگاوێکە ئەبێ چەند گەنجی هەڵەبجە لە ڕۆژهەڵات بن بۆ پشتگیری هاوخوێنیان؟,negative
مۆندیال بۆ بەڕازیلش نەمااا خەفەت مەخۆن,negative
وای لێهاتووە خەڵک شانازی بە گوناهەکانیان دەکەن لە ژێر دروشمی ژیان یەک جارە,negative
کوڕە ئەمە مردین لە حەیفان لێرە ئەو هەمۆ کوڕ وکچە جوانەمان شەهید بوون بۆخۆمان لە وەزعێکی خراپ داین,negative
دەتوانم زۆر شت دەربارەی ئەم دڵتەنگیەم بنوسم بەلام کەس گرنگی پێ نادات ..,negative
گەمژەی و گومرا و جاهیلیەتی ئەوان گەیشتۆتە ڕادەیەک، کە جێندەر(قوندەر) بە ئاستێکی سەقافی بەرزی دەبینن!. جونکە ئەم شتە پیسە لە جوگرافیایەکەی زل هێزەوە هاتووە!. ئەوان کاریگەرن، جونکە خاوەن نەقسێکی زۆرن و خۆ بە کەم زانن!. جونکە هیچ نازانن لەسەر مێژووی ئەم ئومەتە و حەقیقەتی خۆیان!.,negative
.خۆت ماندو مەکە لەگەڵ کەم ڕەوشتان,negative
خەمناکترین بەشی چیرۆکەکەی برایەکی نەنکم کە لە 74 شەهید بوو ئەوە بوو کە وتبووی لە (شاخی)هەندرێن نایەمە خوارەوە تا کوردستان ئازاد نەبێ و لەسەر لوتکەی شاخەکەش شەهید بوو، نە ئەو هاتە خوارەوە نە کوردستانیش ئازاد بوو…,negative
بیری لێ ئەکەمەو کە دەبوو وابێت کە ئێستە ئێمە وەکوو باشووری وڵات، لە هەواڵی هەناردنی هەناری #کوردستان بۆ وڵاتەکانیتر قسەمان بکردایت. بەڵام لە جیاتی ئێستە چاومان لە هەواڵی کاناڵە ئێرانییەکانە کە خەڵکی تاران چەند بۆقیان ناو ماشینەکەیان دا و ئەمە چ کاریگەریکی لە بان ژیانی ئێمە هەیە!,negative
ڕەنگی مردووم لێ نیشتووە ، تەنیا ڕۆح ماوە دەرچێ,negative
لە کرماشان و مەریوانیش زۆر کەس شەهید بوون تەنیا جوانڕۆ نەبوو، هەروەها ئەوانەی حاشیە نشین تاران بەشێکی زۆریان لەک و لۆڕ بوون کە شەهید بوون,negative
ئەو شارلاتانانە هەر لە مەجازی هەن هەڵبەت زۆربەیان فێیکن,negative
چەکدارێک سێ کەس لە کۆبوونەوەیەکی دانیشتوانی بینایەکی نیشتەجێبووندا لە ڕۆما دەکوژێت,negative
برا عقل ئیش نەکات تەبعەن دەبیت خۆی سوک بکات,negative
درۆ کردن پولی تێناچێت بەراستی ئەو خەبەرانە چون باوەر دەکەن یا دەیڵێن ئەخە پ ک ک سوخەنگوی لە کوێ بوو! ئو قسانە دیارە لە کوێوە دێین,negative
لە داقوق هێرشدەکرێتە سەر جوتیارانی کورد.. مەسرور بارزانی نیگەرانە..,negative
بەهۆی پێشلکاریی مافەکانی ژنانەوە ئێران لە کۆمیسیۆنی ژنانی نەتەوەیەکگرتووەکان دەرکرا,negative
کاتێک هیچ شتێک بە باشی ناڕوات بڕۆ بخەوە!,negative
هەرکەس باسی شەهید سمکۆی دەکات قسێکی نییە جگە لەوەی کە دەڵێن بە غیرەت و بەشەڕەف بووە ئازاری بەکەس نەگەیاندۆ دایکی شەهید سمکۆ لە هەموو سەرەخۆشی بنەماڵەی شەهیدان دا بەشدارە و بۆتە ورەو هێز بۆ هەموو دایکی شەهیدان هەرکاتێک دیتم لە لایان هەمووتان ڕا دەستی ماچ دەکەم #سمکو_مولودی,negative
نەوتنی خاستره نەوتنی هەر دەردێکە نەبوونی هەزار,negative
دوو تیرۆریستیی پەکەکە/یەپەگە لە ناوچەی ئۆپەراسیۆنی لقی زەیتوون لە چالاکی خران,negative
چۆن نازانن چی بە چییە. خەریک گلەیین. ناتوانن بە قوڵی لێکی بدەنەوە.,negative
ئەم بابەتانە پەیوەندی بە هیومانتێریانەوە نیە عەزێت نەبێت قسە فڕێ مەیە,negative
کاک ڕزگارمن بەتەواوی لەگەڵ گلەیی لە کورد نیم بۆ ئەوە هەرپارچەیێک گیرۆدەی دەردەو نایپەردژێ،بەڵام ئەگەریش کەسێک گلەی کرد نابێ بڵێین بێجێگەس، دیارە گلە لە دۆسی چاوەڕوان لێکراو دەکرێ. بۆ خۆم سپاسی هەموو کوردێک دەکەم,negative
کۆمپانیای قەندیل ؟! بۆ بەکوشتدانی منداڵانی کورد ؟,negative
ئاخر وەختەکەی وەختێ نییە عەکس خۆت دا بنی بە من هیچ ڕەبتێکی نییە وەلێ هۆش خۆتان تان بێت کێشەیکتان بۆ دروس نەوێ,negative
کەمێک پێش ئێستا، ئاگر لە کەمپی بەحرکە هەڵگیرسا و بەهۆیەوە کەسێک گیانی لە دەستدا . فۆتۆ: هاوکار هەناریەی,negative
سی پی تی بڵاویکردەوە، بەهۆی هێرشەکەی ئەمڕۆی دەوڵەتی تورک بۆسەر سنوری شارباژێڕ هاوڵاتیەک شەهیدبووە و دوو هاوڵاتیش بە سەختی برینداربوون.,negative
ۆژئاوا بپارێزن! دەوڵەتی داگیرکەری تورک لە ڕۆژاڤا قوتابخانە و نەخۆشخانە و مزگەوتەکان بۆردومان دەکات و گەلەکەمان کۆمەڵکوژ دەکات بانگەوازی لە هەمووان دەکەین لە هەڵمەتی هاشتاگ بەشداربن کە بۆ داخستنی ئاسمانی ڕۆژاڤا ئەنجامی دەدەین 10.12.2022 20:00 ئامەد 18:00 ناوەندی ئەوروپا,negative
